zone	svr_type	svr_ip	svr_port	name	data_type	value	info	section	scope	source	edit_level	default_value	isdefault
zone1	observer	172.17.0.2	2882	tcp_keepcnt	INT	10	The maximum number of keepalive probes TCP should send before dropping the connection. Take effect for new established connections. Range: [1,+∞)	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	10	1
zone1	observer	172.17.0.2	2882	tcp_keepintvl	TIME	6s	The time (in seconds) between individual keepalive probes. Take effect for new established connections. Range: [1s, +∞]	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	6s	1
zone1	observer	172.17.0.2	2882	tcp_keepidle	TIME	7200s	The time (in seconds) the connection needs to remain idle before TCP starts sending keepalive probe. Take effect for new established connections. Range: [1s, +∞]	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	7200s	1
zone1	observer	172.17.0.2	2882	enable_tcp_keepalive	BOOL	True	enable TCP keepalive for the TCP connection of sql protocol. Take effect for new established connections.	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	true	1
zone1	observer	172.17.0.2	2882	ob_ratelimit_stat_period	TIME	1s	the time interval to update observer's maximum bandwidth to a certain region. 	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1s	1
zone1	observer	172.17.0.2	2882	enable_ob_ratelimit	BOOL	False	enable ratelimit between regions for RPC connection.	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	False	1
zone1	observer	172.17.0.2	2882	ssl_external_kms_info	STRING		when using the external key management center for ssl, this parameter will store some key management information	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE		1
zone1	observer	172.17.0.2	2882	use_large_pages	STRING	false	used to manage the database's use of large pages, values: false, true, only	OBSERVER	CLUSTER	DEFAULT	STATIC_EFFECTIVE	false	1
zone1	observer	172.17.0.2	2882	schema_history_recycle_interval	TIME	10m	the time interval between the schedules of schema history recyle task. Range: [0s, +∞)	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	10m	1
zone1	observer	172.17.0.2	2882	_bloom_filter_ratio	INT	3	The px bloom filter false-positive rate. Range: [0,100]	TENANT	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	35	0
zone1	observer	172.17.0.2	2882	use_ipv6	BOOL	False	Whether this server uses ipv6 address	OBSERVER	CLUSTER	DEFAULT	STATIC_EFFECTIVE	False	1
zone1	observer	172.17.0.2	2882	ssl_client_authentication	BOOL	False	enable server SSL support. Takes effect after ca/cert/key file is configured correctly. 	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	False	1
zone1	observer	172.17.0.2	2882	stack_size	CAPACITY	512K	the size of routine execution stackRange: [512K, 20M]	OBSERVER	CLUSTER	DEFAULT	STATIC_EFFECTIVE	512K	1
zone1	observer	172.17.0.2	2882	px_task_size	CAPACITY	2M	to be removed	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	2M	1
zone1	observer	172.17.0.2	2882	dtl_buffer_size	CAPACITY	64K	to be removed	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	64K	1
zone1	observer	172.17.0.2	2882	micro_block_merge_verify_level	INT	2	specify what kind of verification should be done when merging micro block. 0 : no verification will be done 1 : verify encoding algorithm, encoded micro block will be read to ensure data is correct 2 : verify encoding and compression algorithm, besides encoding verification, compressed block will be decompressed to ensure data is correct3 : verify encoding, compression algorithm and lost write protect	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	2	1
zone1	observer	172.17.0.2	2882	builtin_db_data_verify_cycle	INT	20	check cycle of db data. Range: [0, 360] in integer. Unit: day. 0: check nothing. 1-360: check all data every specified days. The default value is 20. The real check cycle maybe longer than the specified value for insuring performance.	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	20	1
zone1	observer	172.17.0.2	2882	tablet_size	CAPACITY	128M	default tablet size, has to be a multiple of 2M	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	128M	1
zone1	observer	172.17.0.2	2882	sys_bkgd_migration_change_member_list_timeout	TIME	20s	the timeout for migration change member list retry. The default value is 20s. Range: [0s,24h]	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	20s	1
zone1	observer	172.17.0.2	2882	sys_bkgd_migration_retry_num	INT	3	retry num limit during migration. Range: [3, 100] in integer	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	3	1
zone1	observer	172.17.0.2	2882	sync_io_thread_count	INT	0	The number of io threads for synchronizing request on each device. The default value is 0. Range: [0,1024] in integer	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	0	1
zone1	observer	172.17.0.2	2882	disk_io_thread_count	INT	8	The number of io threads on each disk. The default value is 8. Range: [2,32] in even integer	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	8	1
zone1	observer	172.17.0.2	2882	sys_bkgd_net_percentage	INT	60	the net percentage of sys background net. Range: [0, 100] in integer	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	60	1
zone1	observer	172.17.0.2	2882	data_disk_usage_limit_percentage	INT	90	the safe use percentage of data diskRange: [50,100] in integer	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	90	1
zone1	observer	172.17.0.2	2882	data_storage_error_tolerance_time	TIME	300s	time to tolerate disk read failure, after that, the disk status will be set error. Range [10s,7200s]. The default value is 300s	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	300s	1
zone1	observer	172.17.0.2	2882	data_storage_warning_tolerance_time	TIME	5s	time to tolerate disk read failure, after that, the disk status will be set warning. Range [1s,300s]. The default value is 5s	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	5s	1
zone1	observer	172.17.0.2	2882	storage_meta_cache_priority	INT	10	storage meta cache priority. Range:[1, )	CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	10	1
zone1	observer	172.17.0.2	2882	fuse_row_cache_priority	INT	1	fuse row cache priority. Range:[1, )	CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1	1
zone1	observer	172.17.0.2	2882	bf_cache_miss_count_threshold	INT	100	bf cache miss count threshold, 0 means disable bf cache. Range:[0, )	CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	100	1
zone1	observer	172.17.0.2	2882	bf_cache_priority	INT	1	bf cache priority. Range:[1, )	CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1	1
zone1	observer	172.17.0.2	2882	user_row_cache_priority	INT	1	user row cache priority. Range:[1, )	CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1	1
zone1	observer	172.17.0.2	2882	user_block_cache_priority	INT	1	user block cache priority. Range:[1, )	CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1	1
zone1	observer	172.17.0.2	2882	index_block_cache_priority	INT	10	index cache priority. Range:[1, )	CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	10	1
zone1	observer	172.17.0.2	2882	opt_tab_stat_cache_priority	INT	1	tab stat cache priority. Range:[1, )	CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1	1
zone1	observer	172.17.0.2	2882	tablet_ls_cache_priority	INT	1000	tablet ls cache priority. Range:[1, )	CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1000	1
zone1	observer	172.17.0.2	2882	location_cache_refresh_sql_timeout	TIME	1s	The timeout used for refreshing location cache by SQL. Range: [1ms, +∞)	LOCATION_CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1s	1
zone1	observer	172.17.0.2	2882	location_cache_refresh_rpc_timeout	TIME	500ms	The timeout used for refreshing location cache by RPC. Range: [1ms, +∞)	LOCATION_CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	500ms	1
zone1	observer	172.17.0.2	2882	all_server_list	STRING	172.17.0.2:2882	all server addr in cluster	LOCATION_CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE		0
zone1	observer	172.17.0.2	2882	location_cache_refresh_min_interval	TIME	100ms	the time interval in which no request for location cache renewal will be executed. The default value is 100 milliseconds. [0s, +∞)	LOCATION_CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	100ms	1
zone1	observer	172.17.0.2	2882	location_fetch_concurrency	INT	20	the maximum number of the tasks for fetching location cache concurrently. Range: [1, 1000]	LOCATION_CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	20	1
zone1	observer	172.17.0.2	2882	location_refresh_thread_count	INT	2	the number of threads for fetching location cache in the background. Range: (1, 64]	LOCATION_CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	2	1
zone1	observer	172.17.0.2	2882	virtual_table_location_cache_expire_time	TIME	8s	expiration time for virtual table location info in partition location cache. Range: [1s, +∞)	LOCATION_CACHE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	8s	1
zone1	observer	172.17.0.2	2882	standby_fetch_log_bandwidth_limit	CAPACITY	0MB	the max bandwidth in bytes per second that can be occupied by the sum of the synchronizing log from primary cluster of all servers in the standby cluster	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	0MB	1
zone1	observer	172.17.0.2	2882	rpc_timeout	TIME	2s	the time during which a RPC request is permitted to execute before it is terminated	RPC	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	2s	1
zone1	observer	172.17.0.2	2882	ignore_replay_checksum_error	BOOL	True	specifies whether error raised from the memtable replay checksum validation can be ignored. Value: True:ignored; False: not ignored	TRANS	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	True	1
zone1	observer	172.17.0.2	2882	row_compaction_update_limit	INT	6	maximum update count before trigger row compaction. Range: [1, 6400]	TRANS	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	6	1
zone1	observer	172.17.0.2	2882	clog_sync_time_warn_threshold	TIME	100ms	the time given to the commit log synchronization between a leader and its followers before a \\'warning\\' message is printed in the log file.  Range: [1ms,1000ms]	TRANS	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	100ms	1
zone1	observer	172.17.0.2	2882	trx_2pc_retry_interval	TIME	100ms	the time interval between the retries in case of failure during a transaction\\'s two-phase commit phase. Range: [1ms,5000ms]	TRANS	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	100ms	1
zone1	observer	172.17.0.2	2882	enable_sys_unit_standalone	BOOL	False	specifies whether sys unit standalone deployment is turned on. Value:  True:turned on  False: turned off	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	False	1
zone1	observer	172.17.0.2	2882	server_balance_cpu_mem_tolerance_percent	INT	5	specifies the tolerance (in percentage) of the unbalance of the cpu/memory utilization among all servers. The average cpu/memory utilization is calculated by dividing the total cpu/memory by the number of servers. server balancer will start a rebalancing task when the deviation between the average usage and some server load is greater than this tolerance Range: [1, 100] in percentage	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	5	1
zone1	observer	172.17.0.2	2882	server_balance_disk_tolerance_percent	INT	1	specifies the tolerance (in percentage) of the unbalance of the disk space utilization among all servers. The average disk space utilization is calculated by dividing the total space by the number of servers. server balancer will start a rebalancing task when the deviation between the average usage and some server load is greater than this tolerance Range: [1, 100] in percentage	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1	1
zone1	observer	172.17.0.2	2882	server_balance_critical_disk_waterlevel	INT	80	disk water level to determine server balance strategy	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	80	1
zone1	observer	172.17.0.2	2882	__min_full_resource_pool_memory	INT	2147483648	the min memory value which is specified for a full resource pool.	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	5368709120	0
zone1	observer	172.17.0.2	2882	balancer_log_interval	TIME	1m	the time interval between logging the load-balancing task\\'s statistics. Range: [1s, +∞)	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1m	1
zone1	observer	172.17.0.2	2882	balancer_task_timeout	TIME	20m	the time to execute the load-balancing task before it is terminated. Range: [1s, +∞)	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	20m	1
zone1	observer	172.17.0.2	2882	balancer_tolerance_percentage	INT	10	specifies the tolerance (in percentage) of the unbalance of the disk space utilization among all units. The average disk space utilization is calculated by dividing the total space by the number of units. For example, say balancer_tolerance_percentage is set to 10 and a tenant has two units in the system, the average disk use for each unit should be about the same, thus 50% of the total value. Therefore, the system will start a rebalancing task when any unit\\'s disk space goes beyond +-10% of the average usage. Range: [1, 100) in percentage	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	10	1
zone1	observer	172.17.0.2	2882	enable_rereplication	BOOL	True	specifies whether the auto-replication is turned on. Value:  True:turned on  False: turned off	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	True	1
zone1	observer	172.17.0.2	2882	resource_hard_limit	INT	100	system utilization should not be large than resource_hard_limit	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	100	1
zone1	observer	172.17.0.2	2882	log_storage_warning_trigger_percentage	INT	0	The performance decrease percentage threshold that may trigger a log disk failure. The higher the value, the more sensitive it is. The default value is 0, Range: [0,50].The default value is 0, which means the log disk will be considered to have failure only if any IO RT exceeds log_storage_warning_tolerance_time. If the value is greater than 0, which means the log disk will be considered to have failure only if current IO throughput < (normal throughput * log_storage_warning_trigger_percentage / 100) and performance degradation has been ongoing for log_storage_warning_tolerance_time seconds. If the parameter needs to be set, it is recommended to set a value less than 10 to avoid misjudgment.	LOGSERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	0	1
zone1	observer	172.17.0.2	2882	arbitration_degradation_policy	STRING	LS_POLICY	specifies the degradation policy, whether to check network connectivity with RS before arbitration degrades. Value: LS_POLICY, CLUSTER_POLICY LS_POLICY: default policy. CLUSTER_POLICY: check network connectivity with RS before arbitration degrades. Do not degrade when not connected. Then, switch log stream leaders to the replicas which are connected with RS.	LOGSERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	LS_POLICY	1
zone1	observer	172.17.0.2	2882	log_storage_warning_tolerance_time	TIME	5s	time to tolerate log disk io delay, after that, the disk status will be set warning. Range: [1s,300s]	LOGSERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	5s	1
zone1	observer	172.17.0.2	2882	log_disk_percentage	INT	0	the percentage of disk space used by the log files. Range: [0,99] in integer;only effective when parameter log_disk_size is 0;when log_disk_percentage is 0: a) if the data and the log are on the same disk, means log_disk_percentage = 30 b) if the data and the log are on the different disks, means log_disk_perecentage = 90	LOGSERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	0	1
zone1	observer	172.17.0.2	2882	log_disk_size	CAPACITY	5G	the size of disk space used by the log files. Range: [0, +∞)	LOGSERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	0M	0
zone1	observer	172.17.0.2	2882	recyclebin_object_expire_time	TIME	0s	recyclebin object expire time, default 0 that means auto purge recyclebin off. Range: [0s, +∞)	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	0s	1
zone1	observer	172.17.0.2	2882	ob_event_history_recycle_interval	TIME	7d	the time to recycle event history. Range: [1d, 180d]	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	7d	1
zone1	observer	172.17.0.2	2882	enable_major_freeze	BOOL	True	specifies whether major_freeze function is turned on. Value:  True:turned on;  False: turned off	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	True	1
zone1	observer	172.17.0.2	2882	enable_ddl	BOOL	True	specifies whether DDL operation is turned on. Value:  True:turned on;  False: turned off	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	True	1
zone1	observer	172.17.0.2	2882	min_observer_version	STRING	4.4.2.1	the min observer version	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	4.4.2.1	1
zone1	observer	172.17.0.2	2882	tablet_meta_table_check_interval	TIME	30m	the time interval that observer compares tablet meta table with local ls replica info and make adjustments to ensure the correctness of tablet meta table. Range: [1m,+∞)	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	30m	1
zone1	observer	172.17.0.2	2882	ls_meta_table_check_interval	TIME	1s	the time interval that observer compares ls meta table with local ls replica info and make adjustments to ensure the correctness of ls meta table. Range: [1ms,+∞)	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	1s	1
zone1	observer	172.17.0.2	2882	tablet_meta_table_scan_batch_count	INT	999	the number of tablet replica info that will be read by each request on the tablet-related system tables during procedures such as load-balancing, daily merge, election and etc. Range:(0,65536]	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	999	1
zone1	observer	172.17.0.2	2882	rootservice_ready_check_interval	TIME	3s	the interval between the schedule of the rootservice restart task while restart failed Range: [100000us, 1m]	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	3s	1
zone1	observer	172.17.0.2	2882	server_check_interval	TIME	30s	the time interval between schedules of a task that examines the __all_server table. Range: [1s, +∞)	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	30s	1
zone1	observer	172.17.0.2	2882	migration_disable_time	TIME	3600s	the duration in which the observer stays in the \\'block_migrate_in\\' status, which means it is not allowed to migrate into the server. Range: [1s, +∞)	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	3600s	1
zone1	observer	172.17.0.2	2882	server_permanent_offline_time	TIME	3600s	the time interval between any two heartbeats beyond which a server is considered to be \\'permanently\\' offline. Range: [20s,+∞)	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	3600s	1
zone1	observer	172.17.0.2	2882	enable_sys_table_ddl	BOOL	False	specifies whether a \\'system\\' table is allowed be to created manually. Value: True: allowed; False: not allowed	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	False	1
zone1	observer	172.17.0.2	2882	rootservice_async_task_queue_size	INT	16384	the size of the queue for all asynchronous tasks at rootserver. Range: [8, 131072] in integer	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	16384	1
zone1	observer	172.17.0.2	2882	rootservice_async_task_thread_count	INT	4	maximum of threads allowed for executing asynchronous task at rootserver. Range: [1, 10]	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	4	1
zone1	observer	172.17.0.2	2882	lease_time	TIME	10s	Lease for current heartbeat. If the root server does not received any heartbeat from an observer in lease_time seconds, that observer is considered to be offline. Not recommended for modification. Range: [1s, 5m]	ROOT_SERVICE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	10s	1
zone1	observer	172.17.0.2	2882	plan_cache_evict_interval	TIME	5s	time interval for periodic plan cache eviction. Range: [0s, +∞)	TENANT	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	5s	1
zone1	observer	172.17.0.2	2882	data_disk_write_limit_percentage	INT	0	used to stop user write operations. When the user data disk reaches this watermark, SQL requests will report that the disk is full. The configuration should be greater than data_disk_usage_limit_percentage, with the recommended setting being: (1 - memstore_limit_size / data_disk_size) * 100%	TENANT	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	0	1
